#Sequence ID	name	method	country	date	latlon	latitude	longitude	locality	lat_lon
Unknown|00000000|Unknown|1063	SRA Sample SRR3160439 648	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1463	SRA Sample SRR3160439 1048	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|224	SRA Sample SRR4408002 208	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|696	SRA Sample SRR3160439 281	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1934	SRA Sample SRR1804611 181	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2049	SRA Sample SRR1805011 92	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2853	SRA Sample SRR1803358 188	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|805	SRA Sample SRR3160439 390	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1191	SRA Sample SRR3160439 776	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2532	SRA Sample SRR1805011 575	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1502	SRA Sample SRR3160439 1087	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2125	SRA Sample SRR1805011 168	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|193	SRA Sample SRR4408002 177	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2835	SRA Sample SRR1803358 170	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|362	SRA Sample SRR4408002 346	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1598	SRA Sample SRR3160439 1183	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1368	SRA Sample SRR3160439 953	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|798	SRA Sample SRR3160439 383	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1635	SRA Sample SRR3160439 1220	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|89	SRA Sample SRR3160438 89	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|1843	SRA Sample SRR1804611 90	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|753	SRA Sample SRR3160439 338	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|998	SRA Sample SRR3160439 583	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|521	SRA Sample SRR3160439 106	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|642	SRA Sample SRR3160439 227	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2697	SRA Sample SRR1803358 32	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1931	SRA Sample SRR1804611 178	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2731	SRA Sample SRR1803358 66	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|541	SRA Sample SRR3160439 126	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2328	SRA Sample SRR1805011 371	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2154	SRA Sample SRR1805011 197	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|383	SRA Sample SRR4305224 5	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1419	SRA Sample SRR3160439 1004	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|738	SRA Sample SRR3160439 323	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|359	SRA Sample SRR4408002 343	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1818	SRA Sample SRR1804611 65	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1517	SRA Sample SRR3160439 1102	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|766	SRA Sample SRR3160439 351	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|161	SRA Sample SRR4408002 145	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2764	SRA Sample SRR1803358 99	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2623	SRA Sample SRR1805011 666	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|376	SRA Sample SRR4408002 360	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2882	SRA Sample SRR1803358 217	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2348	SRA Sample SRR1805011 391	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3082	SRA Sample SRR061149 2	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1360	SRA Sample SRR3160439 945	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2227	SRA Sample SRR1805011 270	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2103	SRA Sample SRR1805011 146	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2969	SRA Sample SRR1803358 304	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2824	SRA Sample SRR1803358 159	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2314	SRA Sample SRR1805011 357	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|191	SRA Sample SRR4408002 175	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|483	SRA Sample SRR3160439 68	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|836	SRA Sample SRR3160439 421	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|183	SRA Sample SRR4408002 167	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1401	SRA Sample SRR3160439 986	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|68	SRA Sample SRR3160438 68	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|1272	SRA Sample SRR3160439 857	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|134	SRA Sample SRR4408002 118	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1472	SRA Sample SRR3160439 1057	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|389	SRA Sample SRR4305224 11	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1249	SRA Sample SRR3160439 834	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|262	SRA Sample SRR4408002 246	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|515	SRA Sample SRR3160439 100	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1298	SRA Sample SRR3160439 883	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1364	SRA Sample SRR3160439 949	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2520	SRA Sample SRR1805011 563	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2378	SRA Sample SRR1805011 421	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2818	SRA Sample SRR1803358 153	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1352	SRA Sample SRR3160439 937	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2756	SRA Sample SRR1803358 91	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2212	SRA Sample SRR1805011 255	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2878	SRA Sample SRR1803358 213	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|775	SRA Sample SRR3160439 360	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1366	SRA Sample SRR3160439 951	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|16	SRA Sample ERR589821 9	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|826	SRA Sample SRR3160439 411	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1879	SRA Sample SRR1804611 126	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|128	SRA Sample SRR3160438 128	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|55	SRA Sample SRR4408002 39	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2094	SRA Sample SRR1805011 137	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2178	SRA Sample SRR1805011 221	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|101	SRA Sample SRR4408002 85	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|426	SRA Sample SRR3160439 11	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2901	SRA Sample SRR1803358 236	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2941	SRA Sample SRR1803358 276	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2782	SRA Sample SRR1803358 117	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1900	SRA Sample SRR1804611 147	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1030	SRA Sample SRR3160439 615	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1025	SRA Sample SRR3160439 610	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1303	SRA Sample SRR3160439 888	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|513	SRA Sample SRR3160439 98	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2928	SRA Sample SRR1803358 263	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1096	SRA Sample SRR3160439 681	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|8	SRA Sample SRR3160438 8	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|843	SRA Sample SRR3160439 428	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|128	SRA Sample SRR4408002 112	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|81	SRA Sample SRR3160438 81	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|266	SRA Sample SRR4408002 250	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3083	SRA Sample SRR061149 3	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|58	SRA Sample SRR3160438 58	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|2149	SRA Sample SRR1805011 192	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1339	SRA Sample SRR3160439 924	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2933	SRA Sample SRR1803358 268	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|830	SRA Sample SRR3160439 415	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3031	SRA Sample SRR1803358 366	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1977	SRA Sample SRR1805011 20	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2803	SRA Sample SRR1803358 138	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|173	SRA Sample SRR4408002 157	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|132	SRA Sample SRR3160438 132	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|1174	SRA Sample SRR3160439 759	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1374	SRA Sample SRR3160439 959	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1218	SRA Sample SRR3160439 803	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|133	SRA Sample SRR4408002 117	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|175	SRA Sample SRR4408002 159	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1556	SRA Sample SRR3160439 1141	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1983	SRA Sample SRR1805011 26	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1090	SRA Sample SRR3160439 675	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|874	SRA Sample SRR3160439 459	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1061	SRA Sample SRR3160439 646	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|752	SRA Sample SRR3160439 337	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|644	SRA Sample SRR3160439 229	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|906	SRA Sample SRR3160439 491	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2319	SRA Sample SRR1805011 362	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2468	SRA Sample SRR1805011 511	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1074	SRA Sample SRR3160439 659	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3050	SRA Sample SRR1803358 385	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1583	SRA Sample SRR3160439 1168	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2827	SRA Sample SRR1803358 162	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1901	SRA Sample SRR1804611 148	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1064	SRA Sample SRR3160439 649	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2361	SRA Sample SRR1805011 404	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2732	SRA Sample SRR1803358 67	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2459	SRA Sample SRR1805011 502	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|656	SRA Sample SRR3160439 241	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2647	SRA Sample SRR061934 10	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1242	SRA Sample SRR3160439 827	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|769	SRA Sample SRR3160439 354	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2352	SRA Sample SRR1805011 395	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|625	SRA Sample SRR3160439 210	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2492	SRA Sample SRR1805011 535	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2800	SRA Sample SRR1803358 135	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1571	SRA Sample SRR3160439 1156	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1875	SRA Sample SRR1804611 122	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1161	SRA Sample SRR3160439 746	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|964	SRA Sample SRR3160439 549	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|564	SRA Sample SRR3160439 149	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|66	SRA Sample SRR4408002 50	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1978	SRA Sample SRR1805011 21	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2848	SRA Sample SRR1803358 183	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1637	SRA Sample SRR3160439 1222	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2148	SRA Sample SRR1805011 191	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1576	SRA Sample SRR3160439 1161	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1956	SRA Sample SRR1804611 203	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2090	SRA Sample SRR1805011 133	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2974	SRA Sample SRR1803358 309	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2364	SRA Sample SRR1805011 407	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|90	SRA Sample SRR4408002 74	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1183	SRA Sample SRR3160439 768	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1890	SRA Sample SRR1804611 137	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2991	SRA Sample SRR1803358 326	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|596	SRA Sample SRR3160439 181	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|14	SRA Sample SRR341602 14	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2770	SRA Sample SRR1803358 105	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|855	SRA Sample SRR3160439 440	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|454	SRA Sample SRR3160439 39	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|954	SRA Sample SRR3160439 539	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2165	SRA Sample SRR1805011 208	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2934	SRA Sample SRR1803358 269	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|407	SRA Sample SRR346703 13	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2228	SRA Sample SRR1805011 271	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|617	SRA Sample SRR3160439 202	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2080	SRA Sample SRR1805011 123	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2428	SRA Sample SRR1805011 471	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1126	SRA Sample SRR3160439 711	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|145	SRA Sample SRR3160438 145	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|659	SRA Sample SRR3160439 244	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|883	SRA Sample SRR3160439 468	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2780	SRA Sample SRR1803358 115	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2815	SRA Sample SRR1803358 150	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2104	SRA Sample SRR1805011 147	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2457	SRA Sample SRR1805011 500	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|747	SRA Sample SRR3160439 332	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2521	SRA Sample SRR1805011 564	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2197	SRA Sample SRR1805011 240	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2895	SRA Sample SRR1803358 230	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|202	SRA Sample SRR4408002 186	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|978	SRA Sample SRR3160439 563	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|701	SRA Sample SRR3160439 286	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3001	SRA Sample SRR1803358 336	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1938	SRA Sample SRR1804611 185	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1302	SRA Sample SRR3160439 887	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2721	SRA Sample SRR1803358 56	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|431	SRA Sample SRR3160439 16	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|427	SRA Sample SRR3160439 12	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1769	SRA Sample SRR1804611 16	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1653	SRA Sample SRR3160439 1238	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1343	SRA Sample SRR3160439 928	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1190	SRA Sample SRR3160439 775	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|26	SRA Sample ERR589821 19	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|333	SRA Sample SRR4408002 317	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1729	SRA Sample SRR3160439 1314	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|94	SRA Sample SRR4408002 78	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3021	SRA Sample SRR1803358 356	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|732	SRA Sample SRR3160439 317	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1608	SRA Sample SRR3160439 1193	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|14	SRA Sample ERR589821 7	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|1918	SRA Sample SRR1804611 165	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|32	SRA Sample SRR4408002 16	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|119	SRA Sample SRR4408002 103	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3061	SRA Sample SRR1803358 396	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2232	SRA Sample SRR1805011 275	haplotype called by gretel version 0.0.8							
Division_No_18|20101001|Canada|16	SRA Sample SRR1554402 16	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Unknown|00000000|Unknown|447	SRA Sample SRR3160439 32	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2264	SRA Sample SRR1805011 307	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2303	SRA Sample SRR1805011 346	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|332	SRA Sample SRR4408002 316	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|730	SRA Sample SRR3160439 315	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|65	SRA Sample SRR3160438 65	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|275	SRA Sample SRR4408002 259	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1773	SRA Sample SRR1804611 20	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1250	SRA Sample SRR3160439 835	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1839	SRA Sample SRR1804611 86	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2894	SRA Sample SRR1803358 229	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|152	SRA Sample SRR4408002 136	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|572	SRA Sample SRR3160439 157	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|703	SRA Sample SRR3160439 288	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|59	SRA Sample SRR3160438 59	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Lanzhou_Shi|20120101|China|27	SRA Sample ERR589821 20	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|1954	SRA Sample SRR1804611 201	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1311	SRA Sample SRR3160439 896	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|636	SRA Sample SRR3160439 221	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1468	SRA Sample SRR3160439 1053	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2406	SRA Sample SRR1805011 449	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1871	SRA Sample SRR1804611 118	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|576	SRA Sample SRR3160439 161	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1817	SRA Sample SRR1804611 64	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|499	SRA Sample SRR3160439 84	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|160	SRA Sample SRR3160438 160	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|1864	SRA Sample SRR1804611 111	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2779	SRA Sample SRR1803358 114	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1107	SRA Sample SRR3160439 692	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2408	SRA Sample SRR1805011 451	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3027	SRA Sample SRR1803358 362	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|32	SRA Sample SRR3160438 32	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|2637	SRA Sample SRR1805011 680	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2888	SRA Sample SRR1803358 223	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|811	SRA Sample SRR3160439 396	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1527	SRA Sample SRR3160439 1112	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|33	SRA Sample SRR3160438 33	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|505	SRA Sample SRR3160439 90	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|109	SRA Sample SRR3160438 109	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|2960	SRA Sample SRR1803358 295	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|306	SRA Sample SRR4408002 290	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2841	SRA Sample SRR1803358 176	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2362	SRA Sample SRR1805011 405	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|114	SRA Sample SRR3160438 114	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|522	SRA Sample SRR3160439 107	haplotype called by gretel version 0.0.8							
Division_No_18|20101001|Canada|11	SRA Sample SRR1554402 11	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Unknown|00000000|Unknown|334	SRA Sample SRR4408002 318	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2301	SRA Sample SRR1805011 344	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2465	SRA Sample SRR1805011 508	haplotype called by gretel version 0.0.8							
