sampleid	name	date	latitude	longitude	country	Brouns_A.20151106	Mazankova_primerA_20.20151201	Decewicz_Dziewit_Lodz_Aseq2.20160126	Decewicz_Dziewit_Lodz_Aseq5.20160303	Decewicz_Dziewit_Warsaw_Aseq2.20160303	Tyakht_Nov_287_A	Decewicz_Dziewit_Wyszkow_Aseq2.20160126	Decewicz_Dziewit_Wyszkow_Aseq2.20160303	Decewicz_Dziewit_Wyszkow_Aseq3.20160126	Decewicz_Dziewit_Wyszkow_Aseq3.20160303	Mazankova_primerA_22.20151201	Mazankova_primerA_14.20151201	Mazankova_primerA_13.20151201	Mazankova_primerA_18.20151201	Mazankova_primerA_12.20151201	Mazankova_primerA_10.20151201	Decewicz_Dziewit_Warsaw_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq1.20160126	Decewicz_Dziewit_Warsaw_Aseq3.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160303	Muniesa_E1_Gav_primerA.201510	Muniesa_1.1_Gav_primerA.201510	Muniesa_E23_Gav_primerA.201406	Muniesa_E13_Gav_primerA.201405	Muniesa_E8_ElPratdeLlobregat_primerA.201401	Muniesa_E2_Gav_primerA.201510	Muniesa_E4_Gav_primerA.201311	Muniesa_E7_Gav_primerA.201401	Muniesa_E32_Girona_primerA.201505	Muniesa_E14_ElPratdeLlobregat_primerA.201401	Mazankova_primerA_4.20151201	Mazankova_primerA_19.20151201	Decewicz_Dziewit_Oswiecim_Aseq5.20160303	Mazankova_primerA_9.20151201	Decewicz_Dziewit_Warsaw_Aseq2.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160126	Decewicz_Dziewit_Warsaw_Aseq5.20160303	Decewicz_Dziewit_Wyszkow_Aseq1.20160126	Decewicz_Dziewit_Wyszkow_Aseq1.20160303	Decewicz_Dziewit_Wyszkow_Aseq5.20160303	Decewicz_Dziewit_Oswiecim_Aseq2.20160303	Cinek_bin15_primerA.20151120	Cinek_bin16_primerA.20151120	Decewicz_Dziewit_Lodz_Aseq4.20160303	Strain_primerA.20151215	Decewicz_Dziewit_Oswiecim_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq3.20160303	Mazankova_primerA_2.20151201	Decewicz_Dziewit_Oswiecim_Aseq1.20160126	Decewicz_Dziewit_Oswiecim_Aseq3.20160303	DiazMunoz_Davis1_A	DiazMunoz_NYC_A	Lavigne.PrimerA.20160126	Tyakht_Spb_73_13P_A	Wagemans_A.20160412	Tyakht_OM_178_A	Decewicz_Dziewit_Oswiecim_Aseq2.20160126	Decewicz_Dziewit_Oswiecim_Aseq4.20160303	Mazankova_primerA_5.20151201	Cinek_bin79_primerA.20151120	Mazankova_primerA_7.20151201	Qimron_Ramallah_A_20151202	DiazMunoz_Davis3_A	Qimron_Qalqilyah_A_20151202	Mazankova_primerA_3.20151201	crAssphage_A	Decewicz_Dziewit_Lodz_Aseq1.20160303	Tyakht_Spb_105_45P_A	Mazankova_primerA_23.20151201	Cho_A.20160208	Qimron_Jericho_A_20151202	Mazankova_primerA_6.20151201	Qimron_Salfit_A_20151202	Mazankova_primerA_11.20151201	Decewicz_Dziewit_Lodz_Aseq3.20160303	Fineran_Dunedin_	Decewicz_Dziewit_Lodz_Aseq1.20160126	Decewicz_Dziewit_Lodz_Aseq2.20160303	Tyakht_Spb_74_14P_A	Cinek_bin08_primerA.20151120	Cinek_bin13_primerA.20151120	Decewicz_Dziewit_Wyszkow_Aseq4.20160303	Mazankova_primerA_16.20151201	Tyakht_Nov_282_A	Santos_A1.20160225	Cinek_bin11_primerA.20151120	Cinek_bin12_primerA.20151120	Cinek_bin14_primerA.20151120	Cinek_bin71_primerA.20151120	Cinek_bin56_primerA.20151120	Cinek_bin55_primerA.20151120	Fineran_Greymouth_A	Santos_A2.20160225	Edwards_A.20151002.S3	Edwards_A.20151209.S1	Edwards_A.20151209.S3	Edwards_A.20151209.S4	Edwards_A.20151209.S2	Santos_A10.20160225	Edwards_A.20151002.S2	Edwards_A.20151002.S1	Nigro_A.20161212.SandIsland	CazaresVinuesa_20160516	Nigro_A.20161212.Waianae	Zambrano_A.20160412.1	Santos_A9.20160225	Edwards_A.20151002.S4	Zambrano_A.20160412.s2
Muniesa_E14_ElPratdeLlobregat_primerA.201401	Muniesa E14 El Prat de Llobregat primer A Raw Sewage	20140501	41.3224312	2.0828713	Spain	0.007863	0.023895	0.035528	0.035528	0.040202	0.038076	0.036702	0.036702	0.034405	0.034405	0.006756	0.009026	0.011410	0.009019	0.007928	0.009025	0.013526	0.011249	0.011249	0.011249	0.007876	0.007874	0.007871	0.007876	0.009013	0.009020	0.007880	0.007872	0.007872	0.000000	0.006758	0.008095	0.019253	0.006807	0.014662	0.014662	0.014662	0.016949	0.016949	0.015812	0.018118	0.016923	0.016923	0.019243	0.018104	0.018089	0.020363	0.006783	0.013547	0.013547	0.010154	0.009031	0.011267	0.018104	0.011310	0.021539	0.022693	0.022693	0.008182	0.013521	0.007995	0.012385	0.010177	0.007864	0.022714	0.025055	0.026147	0.020418	0.009196	0.024831	0.006728	0.009071	0.013543	0.016143	0.049780	0.015556	0.041521	0.041521	0.017080	0.046361	0.046361	0.063886	0.017490	0.060050	0.033235	0.125833	0.124389	0.124389	0.123125	0.122581	0.137203	0.012849	0.087749	0.102013	0.118907	0.076000	0.117642	0.155557	0.072596	0.101016	0.191183	0.195389	0.150371	0.191433	0.210312	0.133567	0.201836	0.236689
Mazankova_primerA_4.20151201	Mazankova primer A sample 4 20151201	20151201	48.9744694	14.4743417	Czech Republic	0.004449	0.017972	0.029446	0.029446	0.036413	0.034022	0.035278	0.035278	0.031813	0.031813	0.000000	0.001116	0.001607	0.000000	0.000000	0.001118	0.011170	0.006673	0.006673	0.006673	0.000000	0.000000	0.000000	0.000000	0.001122	0.001122	0.000000	0.000000	0.001116	0.006758	0.000000	0.003432	0.019099	0.001123	0.007805	0.007805	0.007805	0.012285	0.012285	0.011163	0.017984	0.014541	0.014541	0.017975	0.011178	0.012289	0.014532	0.000000	0.007807	0.007807	0.006697	0.004468	0.008922	0.014556	0.006707	0.017970	0.019083	0.019083	0.001154	0.011161	0.001128	0.008928	0.007810	0.007809	0.017971	0.019134	0.024822	0.018001	0.002276	0.021081	0.003332	0.005594	0.010062	0.013719	0.043436	0.007715	0.038853	0.038853	0.010133	0.043653	0.043653	0.064611	0.012679	0.053883	0.032951	0.123532	0.122105	0.122105	0.123582	0.120322	0.134786	0.005098	0.088357	0.100950	0.117851	0.070662	0.113312	0.151948	0.070587	0.094943	0.183582	0.190493	0.143332	0.187262	0.203615	0.133768	0.201889	0.235401
Mazankova_primerA_19.20151201	Mazankova primer A sample 19 20151201	20151201	49.1874756	16.3586742	Czech Republic	0.009162	0.013780	0.024325	0.024325	0.027815	0.023541	0.020773	0.020773	0.023143	0.023143	0.002290	0.003439	0.003285	0.004585	0.002291	0.003450	0.013800	0.013776	0.013776	0.013776	0.001150	0.001150	0.001151	0.001152	0.001150	0.002305	0.001150	0.002299	0.003435	0.008095	0.003432	0.000000	0.006862	0.001150	0.008016	0.008016	0.008016	0.010316	0.010316	0.009166	0.016128	0.009160	0.009160	0.011478	0.013798	0.013788	0.013778	0.002293	0.009183	0.009183	0.009173	0.004587	0.010308	0.010316	0.010360	0.013798	0.019611	0.019611	0.002373	0.006855	0.001157	0.011484	0.009167	0.008018	0.019630	0.017333	0.017268	0.018491	0.003475	0.024128	0.008011	0.005739	0.012646	0.011665	0.034966	0.007775	0.041096	0.041096	0.012738	0.037552	0.037552	0.051290	0.014175	0.054397	0.021968	0.108739	0.107315	0.107315	0.106859	0.105578	0.111332	0.005163	0.075955	0.102755	0.115201	0.074972	0.113913	0.147422	0.077331	0.097861	0.182998	0.186030	0.146841	0.189072	0.204981	0.141639	0.204153	0.233178
Decewicz_Dziewit_Oswiecim_Aseq5.20160303	Decewicz Dziewit Primer A Oswiecim 20160303	20160303	50.038062	19.321854	Poland	0.025802	0.033872	0.046747	0.046747	0.049078	0.043719	0.038433	0.038433	0.039694	0.039694	0.015730	0.018021	0.021123	0.022534	0.014666	0.019155	0.030412	0.029222	0.029222	0.029222	0.012388	0.012384	0.011266	0.011279	0.012402	0.013542	0.012386	0.013519	0.020257	0.019253	0.019099	0.006862	0.000000	0.015800	0.029264	0.029264	0.029264	0.025817	0.025817	0.024683	0.032743	0.029210	0.029210	0.025772	0.028130	0.028081	0.022350	0.016927	0.022417	0.022417	0.024701	0.017974	0.026935	0.028104	0.029385	0.034988	0.032708	0.032708	0.019742	0.016720	0.018200	0.028071	0.023590	0.024665	0.030431	0.031657	0.023482	0.030460	0.011425	0.044922	0.023476	0.019114	0.030411	0.027595	0.063384	0.012913	0.059943	0.059943	0.030688	0.051679	0.051679	0.067722	0.025533	0.075211	0.040820	0.123749	0.122332	0.122332	0.121277	0.119300	0.132225	0.011525	0.093421	0.119564	0.135106	0.094791	0.135377	0.165410	0.095406	0.117663	0.198711	0.213263	0.162600	0.203730	0.221049	0.160605	0.224103	0.244025
Mazankova_primerA_9.20151201	Mazankova primer A sample 9 20151201	20151201	50.0835494	14.4341414	Czech Republic	0.006726	0.019252	0.030821	0.030821	0.037844	0.034283	0.035542	0.035542	0.034394	0.034394	0.000000	0.003381	0.003250	0.003376	0.002261	0.002257	0.014668	0.011236	0.011236	0.011236	0.001129	0.001129	0.001130	0.001132	0.002263	0.002264	0.001129	0.001129	0.002246	0.006807	0.001123	0.001150	0.015800	0.000000	0.007856	0.007856	0.007856	0.012384	0.012384	0.011253	0.019254	0.007845	0.007845	0.016955	0.012404	0.013513	0.014647	0.000000	0.010132	0.010132	0.010132	0.004509	0.010113	0.010118	0.010160	0.018089	0.018078	0.018078	0.002324	0.008977	0.002278	0.010125	0.010142	0.006732	0.019226	0.020401	0.024988	0.019276	0.003444	0.021232	0.006724	0.007914	0.010125	0.012676	0.039038	0.007746	0.042703	0.042703	0.014800	0.042790	0.042790	0.062577	0.012816	0.050546	0.036742	0.119941	0.118517	0.118517	0.119992	0.118152	0.131207	0.005123	0.092216	0.101989	0.120884	0.076321	0.115980	0.150336	0.072583	0.098701	0.187021	0.195059	0.147859	0.191019	0.203688	0.134705	0.208644	0.232082
Decewicz_Dziewit_Warsaw_Aseq2.20160126	Decewicz Dziewit Primer A Warsaw 20160126	20160126	52.351351	20.959269	Poland	0.016712	0.029292	0.045540	0.045540	0.047870	0.048765	0.047930	0.047930	0.043246	0.043246	0.010075	0.012329	0.011270	0.012306	0.008994	0.012335	0.020091	0.020071	0.020071	0.020071	0.008983	0.008981	0.008989	0.008999	0.011259	0.008997	0.008981	0.010099	0.013431	0.014662	0.007805	0.008016	0.029264	0.007856	0.000000	0.000000	0.000000	0.023487	0.023487	0.022358	0.025826	0.015561	0.015561	0.018980	0.025811	0.025767	0.024638	0.007842	0.024687	0.024687	0.020141	0.015704	0.022355	0.023512	0.021309	0.019009	0.032669	0.032669	0.015056	0.021214	0.009060	0.023529	0.019034	0.017840	0.031589	0.025891	0.032733	0.031619	0.009117	0.028067	0.018964	0.015711	0.018988	0.018279	0.051364	0.012900	0.050362	0.050362	0.022579	0.052842	0.052842	0.073954	0.018507	0.066030	0.046764	0.133421	0.131979	0.131979	0.132714	0.131571	0.146225	0.010229	0.104133	0.112851	0.133211	0.084908	0.132079	0.161986	0.082597	0.106699	0.192633	0.202649	0.156876	0.201646	0.217601	0.147079	0.214218	0.247955
Decewicz_Dziewit_Warsaw_Aseq4.20160126	Decewicz Dziewit Primer A Warsaw 20160126	20160126	52.351351	20.959269	Poland	0.016712	0.029292	0.045540	0.045540	0.047870	0.048765	0.047930	0.047930	0.043246	0.043246	0.010075	0.012329	0.011270	0.012306	0.008994	0.012335	0.020091	0.020071	0.020071	0.020071	0.008983	0.008981	0.008989	0.008999	0.011259	0.008997	0.008981	0.010099	0.013431	0.014662	0.007805	0.008016	0.029264	0.007856	0.000000	0.000000	0.000000	0.023487	0.023487	0.022358	0.025826	0.015561	0.015561	0.018980	0.025811	0.025767	0.024638	0.007842	0.024687	0.024687	0.020141	0.015704	0.022355	0.023512	0.021309	0.019009	0.032669	0.032669	0.015056	0.021214	0.009060	0.023529	0.019034	0.017840	0.031589	0.025891	0.032733	0.031619	0.009117	0.028067	0.018964	0.015711	0.018988	0.018279	0.051364	0.012900	0.050362	0.050362	0.022579	0.052842	0.052842	0.073954	0.018507	0.066030	0.046764	0.133421	0.131979	0.131979	0.132714	0.131571	0.146225	0.010229	0.104133	0.112851	0.133211	0.084908	0.132079	0.161986	0.082597	0.106699	0.192633	0.202649	0.156876	0.201646	0.217601	0.147079	0.214218	0.247955
Decewicz_Dziewit_Warsaw_Aseq5.20160303	Decewicz Dziewit Primer A Warsaw 20160126	20160126	52.351351	20.959269	Poland	0.016712	0.029292	0.045540	0.045540	0.047870	0.048765	0.047930	0.047930	0.043246	0.043246	0.010075	0.012329	0.011270	0.012306	0.008994	0.012335	0.020091	0.020071	0.020071	0.020071	0.008983	0.008981	0.008989	0.008999	0.011259	0.008997	0.008981	0.010099	0.013431	0.014662	0.007805	0.008016	0.029264	0.007856	0.000000	0.000000	0.000000	0.023487	0.023487	0.022358	0.025826	0.015561	0.015561	0.018980	0.025811	0.025767	0.024638	0.007842	0.024687	0.024687	0.020141	0.015704	0.022355	0.023512	0.021309	0.019009	0.032669	0.032669	0.015056	0.021214	0.009060	0.023529	0.019034	0.017840	0.031589	0.025891	0.032733	0.031619	0.009117	0.028067	0.018964	0.015711	0.018988	0.018279	0.051364	0.012900	0.050362	0.050362	0.022579	0.052842	0.052842	0.073954	0.018507	0.066030	0.046764	0.133421	0.131979	0.131979	0.132714	0.131571	0.146225	0.010229	0.104133	0.112851	0.133211	0.084908	0.132079	0.161986	0.082597	0.106699	0.192633	0.202649	0.156876	0.201646	0.217601	0.147079	0.214218	0.247955
Decewicz_Dziewit_Wyszkow_Aseq1.20160126	Decewicz Dziewit Primer A Wyszkow 20160126	20160126	52.577948	21.429024	Poland	0.017829	0.030423	0.038535	0.038535	0.045518	0.049991	0.049077	0.049077	0.040905	0.040905	0.011196	0.012336	0.009662	0.014546	0.014667	0.012334	0.020089	0.018932	0.018932	0.018932	0.010122	0.010119	0.008993	0.009003	0.012404	0.011270	0.010120	0.011239	0.013420	0.016949	0.012285	0.010316	0.025817	0.012384	0.023487	0.023487	0.023487	0.000000	0.000000	0.005527	0.029241	0.023444	0.023444	0.029199	0.026938	0.022345	0.025761	0.010092	0.018998	0.018998	0.015618	0.014549	0.021210	0.022363	0.017896	0.033839	0.024645	0.024645	0.013879	0.017816	0.011319	0.024653	0.016764	0.021218	0.029287	0.025888	0.036176	0.031616	0.010272	0.036422	0.017825	0.016821	0.026926	0.024067	0.057246	0.012900	0.053881	0.053881	0.024870	0.050453	0.050453	0.071470	0.024356	0.073271	0.044411	0.132020	0.130583	0.130583	0.132441	0.127490	0.143364	0.011514	0.099652	0.112684	0.131425	0.084957	0.123867	0.168688	0.084015	0.107853	0.200230	0.199034	0.153985	0.196320	0.214311	0.144150	0.214321	0.254524
Decewicz_Dziewit_Wyszkow_Aseq1.20160303	Decewicz Dziewit Primer A Wyszkow 20160303	20160303	52.577948	21.429024	Poland	0.017829	0.030423	0.038535	0.038535	0.045518	0.049991	0.049077	0.049077	0.040905	0.040905	0.011196	0.012336	0.009662	0.014546	0.014667	0.012334	0.020089	0.018932	0.018932	0.018932	0.010122	0.010119	0.008993	0.009003	0.012404	0.011270	0.010120	0.011239	0.013420	0.016949	0.012285	0.010316	0.025817	0.012384	0.023487	0.023487	0.023487	0.000000	0.000000	0.005527	0.029241	0.023444	0.023444	0.029199	0.026938	0.022345	0.025761	0.010092	0.018998	0.018998	0.015618	0.014549	0.021210	0.022363	0.017896	0.033839	0.024645	0.024645	0.013879	0.017816	0.011319	0.024653	0.016764	0.021218	0.029287	0.025888	0.036176	0.031616	0.010272	0.036422	0.017825	0.016821	0.026926	0.024067	0.057246	0.012900	0.053881	0.053881	0.024870	0.050453	0.050453	0.071470	0.024356	0.073271	0.044411	0.132020	0.130583	0.130583	0.132441	0.127490	0.143364	0.011514	0.099652	0.112684	0.131425	0.084957	0.123867	0.168688	0.084015	0.107853	0.200230	0.199034	0.153985	0.196320	0.214311	0.144150	0.214321	0.254524
Decewicz_Dziewit_Wyszkow_Aseq5.20160303	Decewicz Dziewit Primer A Wyszkow 20160303	20160303	52.577948	21.429024	Poland	0.016707	0.029283	0.037384	0.037384	0.044360	0.048748	0.047914	0.047914	0.039750	0.039750	0.010072	0.011209	0.006433	0.013421	0.013532	0.011207	0.018964	0.017810	0.017810	0.017810	0.008993	0.008990	0.007865	0.007874	0.011272	0.010138	0.008991	0.010111	0.012296	0.015812	0.011163	0.009166	0.024683	0.011253	0.022358	0.022358	0.022358	0.005527	0.005527	0.000000	0.028103	0.022318	0.022318	0.028064	0.025804	0.021218	0.024630	0.008967	0.017872	0.017872	0.014496	0.013424	0.020085	0.021236	0.016770	0.032697	0.023514	0.023514	0.012717	0.016695	0.010182	0.023522	0.015639	0.020093	0.028147	0.024751	0.035029	0.030473	0.009127	0.035230	0.016704	0.015692	0.025792	0.022910	0.056075	0.012900	0.052711	0.052711	0.023728	0.049283	0.049283	0.070265	0.023186	0.069685	0.043253	0.130710	0.129275	0.129275	0.131075	0.126190	0.142035	0.011514	0.099652	0.111377	0.129756	0.083384	0.123867	0.168688	0.084015	0.106546	0.198773	0.199206	0.153985	0.194709	0.212850	0.144150	0.212826	0.252192
Decewicz_Dziewit_Oswiecim_Aseq2.20160303	Decewicz Dziewit Primer A Oswiecim 20160303	20160303	50.038062	19.321854	Poland	0.017856	0.037404	0.048006	0.048006	0.047940	0.052659	0.043261	0.043261	0.043310	0.043310	0.014599	0.014619	0.016225	0.019122	0.015812	0.014617	0.017877	0.021243	0.021243	0.021243	0.011270	0.011267	0.011268	0.010149	0.012415	0.012423	0.011268	0.012389	0.012314	0.018118	0.017984	0.016128	0.032743	0.019254	0.025826	0.025826	0.025826	0.029241	0.029241	0.028103	0.000000	0.028061	0.028061	0.036187	0.031566	0.031511	0.030375	0.015789	0.025830	0.025830	0.015644	0.014579	0.018980	0.031538	0.016804	0.029289	0.033853	0.033853	0.017423	0.024640	0.018234	0.024691	0.015667	0.018987	0.027037	0.030556	0.040880	0.022488	0.014909	0.038935	0.020113	0.021420	0.024685	0.019459	0.064569	0.019467	0.051596	0.051596	0.024909	0.054084	0.054084	0.075263	0.025588	0.073451	0.044528	0.136332	0.134882	0.134882	0.137065	0.131754	0.146432	0.016722	0.098454	0.111496	0.127990	0.083432	0.129122	0.163962	0.081391	0.107915	0.196914	0.199442	0.157292	0.197023	0.226829	0.145650	0.209540	0.247645
Cinek_bin15_primerA.20151120	Cinek lab sample bin15 primer A 20151120	20151120	61.505	23.815	Finland	0.021190	0.033834	0.048994	0.048994	0.053689	0.053699	0.045496	0.045496	0.049047	0.049047	0.013444	0.016841	0.019401	0.016798	0.014645	0.015711	0.023458	0.026827	0.026827	0.026827	0.011233	0.011229	0.011240	0.011252	0.013515	0.012381	0.011231	0.012348	0.015663	0.016923	0.014541	0.009160	0.029210	0.007845	0.015561	0.015561	0.015561	0.023444	0.023444	0.022318	0.028061	0.000000	0.000000	0.025743	0.025765	0.027996	0.026867	0.011220	0.024642	0.024642	0.022369	0.017939	0.024581	0.016693	0.023543	0.028063	0.034908	0.034908	0.016200	0.021175	0.013604	0.025760	0.023552	0.020062	0.037312	0.033895	0.039603	0.035035	0.014858	0.033967	0.023450	0.019093	0.025753	0.024045	0.048917	0.016795	0.056169	0.056169	0.030594	0.050376	0.050376	0.076267	0.026704	0.071305	0.050225	0.134412	0.132972	0.132972	0.132261	0.132561	0.147200	0.014086	0.107015	0.116680	0.136510	0.089722	0.133449	0.168543	0.088128	0.111967	0.198438	0.207129	0.158026	0.208146	0.218766	0.148402	0.218869	0.247306
Cinek_bin16_primerA.20151120	Cinek lab sample bin16 primer A 20151120	20151120	61.505	23.815	Finland	0.021190	0.033834	0.048994	0.048994	0.053689	0.053699	0.045496	0.045496	0.049047	0.049047	0.013444	0.016841	0.019401	0.016798	0.014645	0.015711	0.023458	0.026827	0.026827	0.026827	0.011233	0.011229	0.011240	0.011252	0.013515	0.012381	0.011231	0.012348	0.015663	0.016923	0.014541	0.009160	0.029210	0.007845	0.015561	0.015561	0.015561	0.023444	0.023444	0.022318	0.028061	0.000000	0.000000	0.025743	0.025765	0.027996	0.026867	0.011220	0.024642	0.024642	0.022369	0.017939	0.024581	0.016693	0.023543	0.028063	0.034908	0.034908	0.016200	0.021175	0.013604	0.025760	0.023552	0.020062	0.037312	0.033895	0.039603	0.035035	0.014858	0.033967	0.023450	0.019093	0.025753	0.024045	0.048917	0.016795	0.056169	0.056169	0.030594	0.050376	0.050376	0.076267	0.026704	0.071305	0.050225	0.134412	0.132972	0.132972	0.132261	0.132561	0.147200	0.014086	0.107015	0.116680	0.136510	0.089722	0.133449	0.168543	0.088128	0.111967	0.198438	0.207129	0.158026	0.208146	0.218766	0.148402	0.218869	0.247306
Decewicz_Dziewit_Lodz_Aseq4.20160303	Decewicz Dziewit Primer A Lodz 20160303	20160303	51.727940	19.347618	Poland	0.026927	0.037388	0.053815	0.053815	0.051379	0.049999	0.046643	0.046643	0.044310	0.044310	0.019156	0.022585	0.026040	0.021395	0.018107	0.022586	0.032644	0.032611	0.032611	0.032611	0.014654	0.014650	0.013532	0.013547	0.015819	0.015813	0.014651	0.015787	0.021384	0.019243	0.017975	0.011478	0.025772	0.016955	0.018980	0.018980	0.018980	0.029199	0.029199	0.028064	0.036187	0.025743	0.025743	0.000000	0.031554	0.031499	0.034962	0.014639	0.028131	0.028131	0.030425	0.023701	0.030348	0.031525	0.031625	0.029278	0.038462	0.038462	0.025665	0.026908	0.018226	0.029253	0.030473	0.021243	0.044376	0.040931	0.029214	0.039748	0.014869	0.038876	0.026922	0.021386	0.029245	0.029929	0.059693	0.019452	0.061101	0.061101	0.030654	0.058777	0.058777	0.070096	0.027930	0.078941	0.047823	0.130395	0.128964	0.128964	0.128082	0.128567	0.143110	0.015400	0.103848	0.125226	0.144195	0.101465	0.143776	0.174340	0.091149	0.117637	0.203639	0.214973	0.168107	0.215606	0.225521	0.158678	0.222927	0.244895
Strain_primerA.20151215	Strain APC Microbiome Institute primer A 20151215	20151215	51.8925	8.4964	Ireland	0.017846	0.030423	0.046781	0.046781	0.049066	0.053857	0.049128	0.049128	0.046782	0.046782	0.011194	0.012322	0.017813	0.011180	0.011250	0.013460	0.025800	0.023500	0.023500	0.023500	0.010124	0.010121	0.010131	0.010142	0.011264	0.011272	0.010122	0.010113	0.014566	0.018104	0.011178	0.013798	0.028130	0.012404	0.025811	0.025811	0.025811	0.026938	0.026938	0.025804	0.031566	0.025765	0.025765	0.031554	0.000000	0.022367	0.025787	0.012373	0.019016	0.019016	0.020141	0.014560	0.021210	0.022363	0.020182	0.033839	0.031533	0.031533	0.013891	0.020091	0.012487	0.020133	0.020170	0.018977	0.032721	0.036272	0.038492	0.030481	0.013731	0.037681	0.020102	0.015695	0.024671	0.026396	0.052566	0.012905	0.049150	0.049150	0.021422	0.056436	0.056436	0.077685	0.020833	0.062449	0.050315	0.133521	0.132078	0.132078	0.134160	0.128972	0.142239	0.010233	0.108840	0.116818	0.136867	0.088185	0.127176	0.163583	0.095483	0.109161	0.198570	0.209421	0.162540	0.203315	0.212759	0.153118	0.217436	0.257586
Decewicz_Dziewit_Oswiecim_Aseq1.20160303	Decewicz Dziewit Primer A Oswiecim 20160303	20160303	50.038062	19.321854	Poland	0.017815	0.030400	0.044308	0.044308	0.044248	0.055052	0.051395	0.051395	0.041977	0.041977	0.011188	0.013451	0.017800	0.014550	0.012383	0.012325	0.023482	0.021194	0.021194	0.021194	0.010115	0.010112	0.010122	0.010133	0.010125	0.011262	0.010114	0.011232	0.015678	0.018089	0.012289	0.013788	0.028081	0.013513	0.025767	0.025767	0.025767	0.022345	0.022345	0.021218	0.031511	0.027996	0.027996	0.031499	0.022367	0.000000	0.025741	0.010084	0.021268	0.021268	0.019003	0.015676	0.023458	0.024617	0.021293	0.038433	0.022334	0.022334	0.012698	0.020057	0.012465	0.024634	0.020155	0.021202	0.032696	0.033896	0.040784	0.030427	0.013724	0.038839	0.017812	0.014547	0.026905	0.025196	0.057259	0.015512	0.053838	0.053838	0.028288	0.044465	0.044465	0.072542	0.026700	0.071275	0.047921	0.135798	0.134355	0.134355	0.136536	0.131243	0.144521	0.011504	0.101112	0.118098	0.136705	0.089823	0.128798	0.164871	0.088214	0.110439	0.198169	0.202048	0.159534	0.203083	0.215656	0.145353	0.220409	0.249304
Decewicz_Dziewit_Warsaw_Aseq3.20160303	Decewicz Dziewit Primer A Warsaw 20160126	20160126	52.351351	20.959269	Poland	0.023474	0.031499	0.045452	0.045452	0.052529	0.049934	0.043112	0.043112	0.045543	0.045543	0.013434	0.015712	0.012901	0.017937	0.012374	0.016841	0.024627	0.024602	0.024602	0.024602	0.012371	0.012368	0.012380	0.012393	0.013515	0.013524	0.012369	0.013487	0.020227	0.020363	0.014532	0.013778	0.022350	0.014647	0.024638	0.024638	0.024638	0.025761	0.025761	0.024630	0.030375	0.026867	0.026867	0.034962	0.025787	0.025741	0.000000	0.013487	0.020103	0.020103	0.023523	0.017927	0.026877	0.025763	0.027007	0.032612	0.034938	0.034938	0.016191	0.021194	0.013594	0.023462	0.023541	0.024612	0.026921	0.028130	0.032638	0.029234	0.012559	0.041198	0.018910	0.013428	0.028057	0.026366	0.053726	0.014203	0.055045	0.055045	0.029452	0.051616	0.051616	0.072669	0.024310	0.062311	0.046672	0.134743	0.133298	0.133298	0.134063	0.130187	0.143380	0.012804	0.100876	0.117850	0.131108	0.086268	0.131712	0.164717	0.090841	0.114529	0.197856	0.203923	0.156484	0.201460	0.212816	0.155689	0.216600	0.248481
Mazankova_primerA_2.20151201	Mazankova primer A sample 2 20151201	20151201	49.1879958	16.3630967	Czech Republic	0.005592	0.018073	0.028414	0.028414	0.034200	0.032961	0.033133	0.033133	0.028419	0.028419	0.000000	0.002243	0.001614	0.002240	0.001126	0.001123	0.010084	0.008957	0.008957	0.008957	0.000000	0.000000	0.000000	0.000000	0.001126	0.001127	0.000000	0.001123	0.000000	0.006783	0.000000	0.002293	0.016927	0.000000	0.007842	0.007842	0.007842	0.010092	0.010092	0.008967	0.015789	0.011220	0.011220	0.014639	0.012373	0.010084	0.013487	0.000000	0.006730	0.006730	0.005601	0.004490	0.008971	0.012367	0.006744	0.015789	0.015758	0.015758	0.000000	0.007835	0.001134	0.006715	0.006726	0.005595	0.018049	0.018069	0.023790	0.014644	0.002284	0.018810	0.003349	0.005623	0.010105	0.012618	0.041356	0.007731	0.040229	0.040229	0.010175	0.041489	0.041489	0.059963	0.012758	0.052350	0.031928	0.118435	0.117016	0.117016	0.118258	0.115259	0.129627	0.005113	0.085799	0.101906	0.117239	0.069568	0.112711	0.151632	0.068138	0.095499	0.180275	0.187805	0.142542	0.188682	0.201718	0.132656	0.203676	0.236067
