#Sequence ID	name	method	country	date	latlon	latitude	longitude	locality	lat_lon
Unknown|00000000|Unknown|313	SRA Sample SRR341602 313	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|34	SRA Sample SRR341602 34	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3673	SRA Sample SRR061934 37	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|398	SRA Sample ERR589821 54	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Division_No_18|20101001|Canada|97	SRA Sample SRR1554402 97	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Lanzhou_Shi|20120101|China|510	SRA Sample ERR589821 166	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3227	SRA Sample SRR1805011 332	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3623	SRA Sample SRR1805011 728	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|692	SRA Sample SRR4408002 305	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|685	SRA Sample SRR4408002 298	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2316	SRA Sample SRR3160439 984	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2281	SRA Sample SRR3160439 949	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3762	SRA Sample SRR341639 23	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|275	SRA Sample SRR341602 275	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1312	SRA Sample SRR346703 132	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1661	SRA Sample SRR3160439 329	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|152	SRA Sample ERR1018206 152	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|233	SRA Sample ERR1018206 233	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|454	SRA Sample SRR4408002 67	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|539	SRA Sample SRR4408002 152	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2045	SRA Sample SRR3160439 713	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|251	SRA Sample SRR341602 251	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|608	SRA Sample SRR4408002 221	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1443	SRA Sample SRR3160439 111	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|284	SRA Sample SRR341602 284	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2450	SRA Sample SRR3160439 1118	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|302	SRA Sample SRR341602 302	haplotype called by gretel version 0.0.8							
Division_No_18|20101001|Canada|90	SRA Sample SRR1554402 90	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Unknown|00000000|Unknown|941	SRA Sample SRR4408002 554	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2941	SRA Sample SRR1805011 46	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1750	SRA Sample SRR3160439 418	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3015	SRA Sample SRR1805011 120	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|12	SRA Sample SRR3160438 12	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|353	SRA Sample SRR341602 353	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1314	SRA Sample SRR346703 134	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2630	SRA Sample SRR3160439 1298	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|616	SRA Sample SRR4408002 229	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2780	SRA Sample SRR1804611 39	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3333	SRA Sample SRR1805011 438	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3987	SRA Sample SRR2674233 77	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4681	SRA Sample SRR061149 55	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2058	SRA Sample SRR3160439 726	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|634	SRA Sample SRR4408002 247	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2817	SRA Sample SRR1804611 76	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|287	SRA Sample ERR1018206 287	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3087	SRA Sample SRR1805011 192	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1584	SRA Sample SRR3160439 252	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|666	SRA Sample SRR4408002 279	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|9	SRA Sample ERR1018206 9	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|447	SRA Sample SRR4408002 60	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|390	SRA Sample ERR589821 46	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3209	SRA Sample SRR1805011 314	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|461	SRA Sample SRR4408002 74	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1170	SRA Sample SRR4305224 81	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|68	SRA Sample SRR3160438 68	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|3124	SRA Sample SRR1805011 229	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|111	SRA Sample SRR341602 111	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3774	SRA Sample SRR341639 35	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1973	SRA Sample SRR3160439 641	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|229	SRA Sample SRR341602 229	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1588	SRA Sample SRR3160439 256	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4176	SRA Sample SRR1803358 114	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2832	SRA Sample SRR1804611 91	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|73	SRA Sample SRR341602 73	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|89	SRA Sample SRR341602 89	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3279	SRA Sample SRR1805011 384	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|355	SRA Sample SRR341602 355	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1691	SRA Sample SRR3160439 359	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1062	SRA Sample SRR4408002 675	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1601	SRA Sample SRR3160439 269	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1299	SRA Sample SRR346703 119	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|13	SRA Sample SRR341602 13	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1766	SRA Sample SRR3160439 434	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4539	SRA Sample SRR1803358 477	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|979	SRA Sample SRR4408002 592	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1835	SRA Sample SRR3160439 503	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2978	SRA Sample SRR1805011 83	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3771	SRA Sample SRR341639 32	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2591	SRA Sample SRR3160439 1259	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2798	SRA Sample SRR1804611 57	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1381	SRA Sample SRR3160439 49	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1210	SRA Sample SRR346703 30	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|990	SRA Sample SRR4408002 603	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3439	SRA Sample SRR1805011 544	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3708	SRA Sample SRR061934 72	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3750	SRA Sample SRR341639 11	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|893	SRA Sample SRR4408002 506	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3448	SRA Sample SRR1805011 553	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3561	SRA Sample SRR1805011 666	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|375	SRA Sample SRR341602 375	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3519	SRA Sample SRR1805011 624	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3749	SRA Sample SRR341639 10	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1446	SRA Sample SRR3160439 114	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2188	SRA Sample SRR3160439 856	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3095	SRA Sample SRR1805011 200	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2357	SRA Sample SRR3160439 1025	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1535	SRA Sample SRR3160439 203	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2464	SRA Sample SRR3160439 1132	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|61	SRA Sample ERR1018206 61	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|1739	SRA Sample SRR3160439 407	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2121	SRA Sample SRR3160439 789	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1336	SRA Sample SRR3160439 4	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1718	SRA Sample SRR3160439 386	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2317	SRA Sample SRR3160439 985	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4649	SRA Sample SRR061149 23	haplotype called by gretel version 0.0.8							
Division_No_18|20101001|Canada|76	SRA Sample SRR1554402 76	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Unknown|00000000|Unknown|4167	SRA Sample SRR1803358 105	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2472	SRA Sample SRR3160439 1140	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4470	SRA Sample SRR1803358 408	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|223	SRA Sample SRR341602 223	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1208	SRA Sample SRR346703 28	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1152	SRA Sample SRR4305224 63	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3271	SRA Sample SRR1805011 376	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|409	SRA Sample ERR589821 65	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|1483	SRA Sample SRR3160439 151	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1372	SRA Sample SRR3160439 40	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1021	SRA Sample SRR4408002 634	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3719	SRA Sample SRR061934 83	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4495	SRA Sample SRR1803358 433	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2499	SRA Sample SRR3160439 1167	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|358	SRA Sample ERR589821 14	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3133	SRA Sample SRR1805011 238	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|795	SRA Sample SRR4408002 408	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1269	SRA Sample SRR346703 89	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|236	SRA Sample ERR1018206 236	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|648	SRA Sample SRR4408002 261	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3922	SRA Sample SRR2674233 12	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1980	SRA Sample SRR3160439 648	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2896	SRA Sample SRR1805011 1	haplotype called by gretel version 0.0.8							
Division_No_18|20101001|Canada|86	SRA Sample SRR1554402 86	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Unknown|00000000|Unknown|885	SRA Sample SRR4408002 498	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3834	SRA Sample SRR341639 95	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4219	SRA Sample SRR1803358 157	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|200	SRA Sample ERR1018206 200	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|1715	SRA Sample SRR3160439 383	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2376	SRA Sample SRR3160439 1044	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1846	SRA Sample SRR3160439 514	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4243	SRA Sample SRR1803358 181	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1070	SRA Sample SRR4408002 683	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|89	SRA Sample ERR1018206 89	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|1246	SRA Sample SRR346703 66	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3348	SRA Sample SRR1805011 453	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1337	SRA Sample SRR3160439 5	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3472	SRA Sample SRR1805011 577	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3527	SRA Sample SRR1805011 632	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3871	SRA Sample SRR341639 132	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|382	SRA Sample ERR589821 38	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3441	SRA Sample SRR1805011 546	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|819	SRA Sample SRR4408002 432	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1568	SRA Sample SRR3160439 236	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2934	SRA Sample SRR1805011 39	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3386	SRA Sample SRR1805011 491	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1859	SRA Sample SRR3160439 527	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1810	SRA Sample SRR3160439 478	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3232	SRA Sample SRR1805011 337	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2181	SRA Sample SRR3160439 849	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3137	SRA Sample SRR1805011 242	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4487	SRA Sample SRR1803358 425	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2856	SRA Sample SRR1804611 115	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3997	SRA Sample SRR2674233 87	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1926	SRA Sample SRR3160439 594	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|517	SRA Sample SRR4408002 130	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3091	SRA Sample SRR1805011 196	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|96	SRA Sample SRR341602 96	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|214	SRA Sample SRR341602 214	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|450	SRA Sample SRR4408002 63	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2075	SRA Sample SRR3160439 743	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3723	SRA Sample SRR061934 87	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3184	SRA Sample SRR1805011 289	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3208	SRA Sample SRR1805011 313	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2956	SRA Sample SRR1805011 61	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|311	SRA Sample SRR341602 311	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4179	SRA Sample SRR1803358 117	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|895	SRA Sample SRR4408002 508	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|47	SRA Sample ERR1018206 47	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|33	SRA Sample SRR341602 33	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3671	SRA Sample SRR061934 35	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2138	SRA Sample SRR3160439 806	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1235	SRA Sample SRR346703 55	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1232	SRA Sample SRR346703 52	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|29	SRA Sample SRR3160438 29	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|4551	SRA Sample SRR1803358 489	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1805	SRA Sample SRR3160439 473	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2109	SRA Sample SRR3160439 777	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1527	SRA Sample SRR3160439 195	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2229	SRA Sample SRR3160439 897	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3904	SRA Sample SRR341639 165	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|437	SRA Sample ERR589821 93	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|1482	SRA Sample SRR3160439 150	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2122	SRA Sample SRR3160439 790	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1525	SRA Sample SRR3160439 193	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|122	SRA Sample SRR341602 122	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|897	SRA Sample SRR4408002 510	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1427	SRA Sample SRR3160439 95	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4197	SRA Sample SRR1803358 135	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|235	SRA Sample ERR1018206 235	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|1353	SRA Sample SRR3160439 21	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|391	SRA Sample SRR4408002 4	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3295	SRA Sample SRR1805011 400	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1287	SRA Sample SRR346703 107	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3401	SRA Sample SRR1805011 506	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1756	SRA Sample SRR3160439 424	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2697	SRA Sample SRR3160439 1365	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1218	SRA Sample SRR346703 38	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|357	SRA Sample ERR589821 13	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|4147	SRA Sample SRR1803358 85	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4471	SRA Sample SRR1803358 409	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|362	SRA Sample SRR341602 362	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3159	SRA Sample SRR1805011 264	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4584	SRA Sample SRR1803358 522	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1938	SRA Sample SRR3160439 606	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1716	SRA Sample SRR3160439 384	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|205	SRA Sample SRR341602 205	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4050	SRA Sample SRR2674233 140	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|445	SRA Sample SRR4408002 58	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4637	SRA Sample SRR061149 11	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2427	SRA Sample SRR3160439 1095	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|875	SRA Sample SRR4408002 488	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2132	SRA Sample SRR3160439 800	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|489	SRA Sample SRR4408002 102	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2256	SRA Sample SRR3160439 924	haplotype called by gretel version 0.0.8							
Dallas|20140616|USA|35	SRA Sample SRR3160438 35	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Dallas|20140616|USA|38	SRA Sample SRR3160438 38	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Unknown|00000000|Unknown|3311	SRA Sample SRR1805011 416	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1192	SRA Sample SRR346703 12	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3826	SRA Sample SRR341639 87	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|171	SRA Sample ERR1018206 171	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|2671	SRA Sample SRR3160439 1339	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|482	SRA Sample SRR4408002 95	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4193	SRA Sample SRR1803358 131	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1842	SRA Sample SRR3160439 510	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|905	SRA Sample SRR4408002 518	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|826	SRA Sample SRR4408002 439	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3070	SRA Sample SRR1805011 175	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1685	SRA Sample SRR3160439 353	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2684	SRA Sample SRR3160439 1352	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|4303	SRA Sample SRR1803358 241	haplotype called by gretel version 0.0.8							
Division_No_18|20101001|Canada|100	SRA Sample SRR1554402 100	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Unknown|00000000|Unknown|4234	SRA Sample SRR1803358 172	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|1991	SRA Sample SRR3160439 659	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3180	SRA Sample SRR1805011 285	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|468	SRA Sample ERR589821 124	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Unknown|00000000|Unknown|3460	SRA Sample SRR1805011 565	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|268	SRA Sample SRR341602 268	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|783	SRA Sample SRR4408002 396	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2165	SRA Sample SRR3160439 833	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2820	SRA Sample SRR1804611 79	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|52	SRA Sample SRR341602 52	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|858	SRA Sample SRR4408002 471	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|3906	SRA Sample SRR341639 167	haplotype called by gretel version 0.0.8							
Lanzhou_Shi|20120101|China|424	SRA Sample ERR589821 80	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Division_No_18|20101001|Canada|11	SRA Sample SRR1554402 11	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Unknown|00000000|Unknown|1977	SRA Sample SRR3160439 645	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|523	SRA Sample SRR4408002 136	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|2533	SRA Sample SRR3160439 1201	haplotype called by gretel version 0.0.8							
Unknown|00000000|Unknown|190	SRA Sample SRR341602 190	haplotype called by gretel version 0.0.8							
