#Sequence ID	name	date	latlon	primer	latitude	longitude	sample_number	location	type	country	locality	note	address	altitude	contact	university	sample_date	sex	yearmonth	method	sample	bin_id	sample_processing	Description	site	source	volunteer	sampletype	sampleid	notes	lat_lon
Lanzhou_Shi|20130101|China|10	SRA Sample ERR1578694 10	20130101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20130101|China|11	SRA Sample ERR1578694 11	20130101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20130101|China|12	SRA Sample ERR1578694 12	20130101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20130101|China|13	SRA Sample ERR1578622 1	20130101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|106	SRA Sample ERR1190753 6	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|107	SRA Sample ERR1190635 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|104	SRA Sample ERR1190753 4	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|105	SRA Sample ERR1190753 5	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|102	SRA Sample ERR1190753 2	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|103	SRA Sample ERR1190753 3	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|100	SRA Sample ERR1190953 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|101	SRA Sample ERR1190753 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|108	SRA Sample ERR1190672 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|109	SRA Sample ERR1190672 2	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|208	SRA Sample ERR525890 65	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|209	SRA Sample ERR525890 66	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|202	SRA Sample ERR525890 59	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|203	SRA Sample ERR525890 60	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|200	SRA Sample ERR525890 57	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|201	SRA Sample ERR525890 58	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|206	SRA Sample ERR525890 63	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|207	SRA Sample ERR525890 64	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|204	SRA Sample ERR525890 61	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|205	SRA Sample ERR525890 62	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Dallas|20140616|USA|50	SRA Sample SRR3160438 50	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|51	SRA Sample SRR3160438 51	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|52	SRA Sample SRR3160438 52	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|53	SRA Sample SRR3160438 53	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|54	SRA Sample SRR3160438 54	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|55	SRA Sample SRR3160438 55	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|56	SRA Sample SRR3160438 56	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|57	SRA Sample SRR3160438 57	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|58	SRA Sample SRR3160438 58	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|59	SRA Sample SRR3160438 59	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Kjellerup|20090101|Denmark|118	SRA Sample ERR321275 25	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|119	SRA Sample ERR414256 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|116	SRA Sample ERR321275 23	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|117	SRA Sample ERR321275 24	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|114	SRA Sample ERR321275 21	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|115	SRA Sample ERR321275 22	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|112	SRA Sample ERR321275 19	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|113	SRA Sample ERR321275 20	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|110	SRA Sample ERR321275 17	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|111	SRA Sample ERR321275 18	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Bern|20160127|Switzerland|1	67.Switzerland.Bern.27-01-2016	20160127	46.9479739,7.4474468		46.9479739	7.4474468				Switzerland	Bern																			crAssphage_C 1-1238 (100%) aligns to NODE_317_length_27741_cov_34.6227 14448-15685 with 97.819% identity	
Baltimore|20140608|USA|2	SRA Sample SRR4435814 1	20140608	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Baltimore|20140608|USA|3	SRA Sample SRR4435814 2	20140608	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Baltimore|20140608|USA|1	SRA Sample SRR4435697 1	20140608	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Haacht|20160126|Belgium|1	Lavigne Primer C 20160126	20160126	50.9598476,4.6350655	C	50.9598476	4.6350655				Belgium	Haacht				Rob Lavigne	KU Leuven															
Baltimore|20140608|USA|4	SRA Sample SRR4435814 3	20140608	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Ghan|20120101|Australia|13	SRA Sample ERR505086 2	20120101	-25.274398,133.775136		-25.274398	133.775136				Australia	Ghan									haplotype called by gretel version 0.0.8											
Ghan|20120101|Australia|12	SRA Sample ERR505086 1	20120101	-25.274398,133.775136		-25.274398	133.775136				Australia	Ghan									haplotype called by gretel version 0.0.8											
Ghan|20120101|Australia|11	SRA Sample ERR505089 1	20120101	-25.274398,133.775136		-25.274398	133.775136				Australia	Ghan									haplotype called by gretel version 0.0.8											
Ghan|20120101|Australia|10	SRA Sample ERR505092 1	20120101	-25.274398,133.775136		-25.274398	133.775136				Australia	Ghan									haplotype called by gretel version 0.0.8											
Ghan|20120101|Australia|14	SRA Sample ERR505086 3	20120101	-25.274398,133.775136		-25.274398	133.775136				Australia	Ghan									haplotype called by gretel version 0.0.8											
Courtaboeuf_Cedex|20050101|France|22	SRA Sample ERR479386 10	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Pretoria|20160204|South_Africa|1	39.South_Africa.Pretoria.04-02-2016	20160204	-25.7478676,28.2292712		-25.7478676	28.2292712				South_Africa	Pretoria																			crAssphage_C 1-1238 (100%) aligns to NODE_89_length_28529_cov_46.1009 7109-5872 with 98.142% identity	
Courtaboeuf_Cedex|20050101|France|23	SRA Sample ERR479386 11	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Baltimore|20140630|USA|1	SRA Sample SRR4451615 1	20140630	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Evrange|20121019|Luxembourg|1	SRA Sample SRR3313063 1	20121019	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121019|Luxembourg|2	SRA Sample SRR3313063 2	20121019	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121019|Luxembourg|3	SRA Sample SRR3313063 3	20121019	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121019|Luxembourg|4	SRA Sample SRR3313063 4	20121019	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121019|Luxembourg|5	SRA Sample SRR3313063 5	20121019	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121019|Luxembourg|6	SRA Sample SRR3313063 6	20121019	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121019|Luxembourg|7	SRA Sample SRR3313063 7	20121019	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Independence|20120705|USA|10	SRA Sample SRR2940946 3	20120705	37.09024,-95.712891		37.09024	-95.712891				USA	Independence									haplotype called by gretel version 0.0.8											
Independence|20120705|USA|11	SRA Sample SRR2940946 4	20120705	37.09024,-95.712891		37.09024	-95.712891				USA	Independence									haplotype called by gretel version 0.0.8											
Zhongshan_Shi|20110101|China|40	SRA Sample SRR1535303 5	20110101	22.55,113.24		22.55	113.24				China	Zhongshan Shi									haplotype called by gretel version 0.0.8											22.55 N 113.24 E
Zhongshan_Shi|20110101|China|41	SRA Sample SRR1535303 6	20110101	22.55,113.24		22.55	113.24				China	Zhongshan Shi									haplotype called by gretel version 0.0.8											22.55 N 113.24 E
Evrange|20121018|Luxembourg|26	SRA Sample SRR3313045 26	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|27	SRA Sample SRR3313045 27	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|24	SRA Sample SRR3313045 24	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|25	SRA Sample SRR3313045 25	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|22	SRA Sample SRR3313045 22	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|23	SRA Sample SRR3313045 23	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|20	SRA Sample SRR3313045 20	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|21	SRA Sample SRR3313045 21	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|28	SRA Sample SRR3313045 28	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|29	SRA Sample SRR3313045 29	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Greymouth|20160317|New_Zealand|1	Fineran Primer C	20160317	-42.4921908,171.1071795	C	-42.4921908	171.1071795				New_Zealand	Greymouth		105 Tainui St, Greymouth 7805, New_Zealand		Peter Fineran	University of Otago															
Pilsen|20151201|Czech_Republic|2	Cinek primerC sample 6 20151201	20151201	49.7477831,13.3783489	C	49.7477831	13.3783489	414	Ostrava	pre-sewage treatment plant	Czech_Republic	Pilsen				Ondrej Cinek	Univerzita Karlova															
Pilsen|20151201|Czech_Republic|1	Cinek primerC sample 1 20151201	20151201	49.7477831,13.3783489	C	49.7477831	13.3783489	456	Ceske Budejovice	pre-sewage treatment plant	Czech_Republic	Pilsen				Ondrej Cinek	Univerzita Karlova															
Dallas|20140616|USA|158	SRA Sample SRR3160438 158	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|159	SRA Sample SRR3160438 159	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|152	SRA Sample SRR3160438 152	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|153	SRA Sample SRR3160438 153	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|150	SRA Sample SRR3160438 150	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|151	SRA Sample SRR3160438 151	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|156	SRA Sample SRR3160438 156	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|157	SRA Sample SRR3160438 157	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|154	SRA Sample SRR3160438 154	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Dallas|20140616|USA|155	SRA Sample SRR3160438 155	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Independence|20120823|USA|1	SRA Sample SRR2940942 1	20120823	37.09024,-95.712891		37.09024	-95.712891				USA	Independence									haplotype called by gretel version 0.0.8											
Independence|20120823|USA|3	SRA Sample SRR2940941 1	20120823	37.09024,-95.712891		37.09024	-95.712891				USA	Independence									haplotype called by gretel version 0.0.8											
Independence|20120823|USA|2	SRA Sample SRR2940942 2	20120823	37.09024,-95.712891		37.09024	-95.712891				USA	Independence									haplotype called by gretel version 0.0.8											
Independence|20120823|USA|4	SRA Sample SRR2940941 2	20120823	37.09024,-95.712891		37.09024	-95.712891				USA	Independence									haplotype called by gretel version 0.0.8											
Blacksburg|20141027|USA|2	Daycare study sample AP-DNA-11	20141027	37.2284, -80.4234		37.2284	-80.4234				USA	Blacksburg		Virginia Polytechnic Institute, Blacksburg, VA 24061, USA							haplotype called by gretel version 0.0.8											
Blacksburg|20141027|USA|1	Daycare study sample AP-DNA-11	20141027	37.2284, -80.4234		37.2284	-80.4234				USA	Blacksburg		Virginia Polytechnic Institute, Blacksburg, VA 24061, USA							haplotype called by gretel version 0.0.8											
Carlsbad|20150601|USA|1	Carlsbad Primer A Site 3 20150601	20150601	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201506						3						
Carlsbad|20160301|USA|2	Carlsbad Primer A Site 3 20160301	20160301	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201603						3						
Carlsbad|20160301|USA|1	Carlsbad Primer C Site 3 20160301	20160301	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201603						3						
Carlsbad|20151209|USA|1	Edwards Primer C Site 3 20151209	20151209	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University															
Kjellerup|20090101|Denmark|299	SRA Sample ERR321621 36	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Courtaboeuf_Cedex|20050101|France|28	SRA Sample ERR479413 2	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Montreal|20101118|Canada|3	SRA Sample SRR2565925 3	20101118	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20101118|Canada|2	SRA Sample SRR2565925 2	20101118	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20101118|Canada|1	SRA Sample SRR2565925 1	20101118	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20101118|Canada|7	SRA Sample SRR2565925 7	20101118	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20101118|Canada|6	SRA Sample SRR2565925 6	20101118	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20101118|Canada|5	SRA Sample SRR2565925 5	20101118	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20101118|Canada|4	SRA Sample SRR2565925 4	20101118	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20101118|Canada|9	SRA Sample SRR2565925 9	20101118	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20101118|Canada|8	SRA Sample SRR2565925 8	20101118	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Evrange|20121018|Luxembourg|3	SRA Sample SRR3313045 3	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|2	SRA Sample SRR3313045 2	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|1	SRA Sample SRR3313045 1	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
San_Marcos|20160301|USA|1	San_Marcos Primer C Site 4 20160301	20160301	33.144526,-117.178849	C	33.144526	-117.178849				USA	San Marcos		Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University			201603						4						
Evrange|20121018|Luxembourg|7	SRA Sample SRR3313045 7	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|6	SRA Sample SRR3313045 6	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|5	SRA Sample SRR3313045 5	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|4	SRA Sample SRR3313045 4	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Davis|20160421|United_States|2	DiazMunoz_Davis3_C	20160421	38.590894,-121.666779	C	38.590894	-121.666779				United States	Davis		City of Davis WWTP, 45452 Co Rd 28H, California 95776, USA	8.659m																	
Evrange|20121018|Luxembourg|9	SRA Sample SRR3313045 9	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Evrange|20121018|Luxembourg|8	SRA Sample SRR3313045 8	20121018	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Carlsbad|20160601|USA|1	Carlsbad Primer C Site 3 20160601	20160601	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201606						3						
Karlsruhe|20160208|Germany|1	Gyu-Sung Cho Primer C 20160208	20160208	49.0151676,8.4008814	C	49.0151676	8.4008814				Germany	Karlsruhe		Max Rubner-Institut, Karlsruhe, Haid-und-Neu-StraBe 9, 76131		Gyu-Sung Cho	Max Rubner-Institut															
San_Diego|20170629|USA|2	VolunteerE_20170629	20170629	32.777199,-117.070971	C	32.777199	-117.070971				USA	San Diego	base called by phred, consensus by merger															E	Weekly	WE5		
Zerdab|20060505|Azerbaijan|1	Cinek lab sample 351 C 20060505	20060505	40.143105,47.576927	C	40.143105	47.576927				Azerbaijan	Zerdab	Assembly of 4 reads: 351_C_intF.ab1 (reversed), 351_C_r.ab1, 351_C_f.ab1 (reversed), 351_C_intR.ab1			Ondrej Cinek	Univerzita Karlova		m													
Kjellerup|20090101|Denmark|102	SRA Sample ERR321275 9	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lima|20160204|Peru|1	35.Peru.Lima.04-02-2016	20160204	-12.0463731,-77.042754		-12.0463731	-77.042754				Peru	Lima																			crAssphage_C 1-1238 (100%) aligns to NODE_88_length_39543_cov_12.2741 18285-17048 with 97.011% identity	
Lanzhou_Shi|20120101|China|35	SRA Sample ERR1018196 3	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|34	SRA Sample ERR1018196 2	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|37	SRA Sample ERR1018196 5	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|36	SRA Sample ERR1018196 4	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|31	SRA Sample ERR1018211 2	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|30	SRA Sample ERR1018211 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|33	SRA Sample ERR1018196 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|32	SRA Sample ERR1018211 3	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|39	SRA Sample ERR1018196 7	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|38	SRA Sample ERR1018196 6	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Carlsbad|20161101|USA|1	Carlsbad Primer C Site 3 20161101	20161101	33.116202,-117.321597	C	33.116202	-117.321597				USA	Carlsbad		Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University			201611						3						
Southbank|20170824|Australia|1	Barr Monash Sample4 PrimerC 20170824	20170824	-37.8274851,144.9527136	C	-37.8274851	144.9527136	4	Melbourne, Victoria, Australia	WWTP	Australia	Southbank																				
Ostrava|20151201|Czech_Republic|2	Cinek primerC sample 5 20151201	20151201	49.8346453,18.2820442	C	49.8346453	18.2820442	479	Ceske Budejovice	pre-sewage treatment plant	Czech_Republic	Ostrava				Ondrej Cinek	Univerzita Karlova															
Division_No_18|20101001|Canada|100	SRA Sample SRR1554402 52	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
