#Sequence ID	name	date	latlon	primer	latitude	longitude	sample_number	location	type	country	locality	address	altitude	contact	university	sample_date	sex	note	yearmonth	method	sample	bin_id	sample_processing	Description	site	source	volunteer	sampletype	sampleid	notes	lat_lon
Lanzhou_Shi|20140101|China|78	SRA Sample ERR1190619 27	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20110101|China|41	SRA Sample ERR527135 9	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|16	SRA Sample ERR209824 11	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Encinitas|20160901|USA|1	Cardiff Primer A Site 2 20160901	20160901	33.016467,-117.273686	A	33.016467	-117.273686				USA	Encinitas	San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University				201609						2						
Lanzhou_Shi|20140101|China|19	SRA Sample ERR1190617 2	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Niederdorla|20120101|Germany|7	SRA Sample ERR479472 2	20120101	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|378	SRA Sample ERR1018196 5	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|77	SRA Sample SRR1554402 20	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|129	SRA Sample ERR1190929 2	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20110101|China|34	SRA Sample ERR527135 2	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|119	SRA Sample SRR1554402 62	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|67	SRA Sample ERR209607 8	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|175	SRA Sample ERR1018206 149	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kochi|20160127|India|1	11.India.Kochi.27-01-2016	20160127	9.9312328,76.26730409999999		9.9312328	76.26730409999999				India	Kochi																			crAssphage_A 1-1331 (100%) aligns to NODE_10053_length_3481_cov_2.94571 1572-2902 with 95.642% identity	
Dallas|20140616|USA|24	SRA Sample SRR3160438 24	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Lanzhou_Shi|20140101|China|119	SRA Sample ERR1190584 3	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|3	SRA Sample SRR1554403 3	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20090101|China|4	SRA Sample ERR504978 4	20090101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|534	SRA Sample ERR589821 140	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|143	SRA Sample SRR1554402 86	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|21	SRA Sample ERR589548 2	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|123	SRA Sample ERR209223 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|12	SRA Sample ERR321530 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Baltimore|20140608|USA|5	SRA Sample SRR4435697 5	20140608	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Kjellerup|20090101|Denmark|209	SRA Sample ERR414240 4	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Bogota|20160412|Colombia|1	Maria Reyes Primer A 20160412	20160412	4.6500014,-74.0589398	A	4.6500014	-74.0589398				Colombia	Bogota	CorpoGen, Cra. 5 #66A34, Bogota, Colombia 		Alejandro Reyes	Universidad de los Andes						1										
Montreal|20100416|Canada|21	SRA Sample SRR2566059 21	20100416	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Lanzhou_Shi|20140101|China|33	SRA Sample ERR1190954 7	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|255	SRA Sample ERR1018206 229	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Niederdorla|20100201|Germany|7	SRA Sample SRR2155368 5	20100201	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|138	SRA Sample ERR1018206 112	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Dallas|20140616|USA|60	SRA Sample SRR3160438 60	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Kjellerup|20090101|Denmark|236	SRA Sample ERR321201 3	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|80	SRA Sample ERR209509 2	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|173	SRA Sample ERR414263 20	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|198	SRA Sample ERR1018206 172	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|291	SRA Sample ERR1018206 265	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|9	SRA Sample ERR1190711 2	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|257	SRA Sample ERR1018206 231	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20130101|China|24	SRA Sample ERR1578698 1	20130101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|720	SRA Sample ERR589770 4	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|295	SRA Sample ERR1018206 269	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Mascot|20170816|Australia|1	Barr Monash Sample6 PrimerA 20170816	20170816	-33.9399228,151.1730824	A	-33.9399228	151.1730824	6	New South Wales, Australia	Raw Sewage	Australia	Mascot																				
Lanzhou_Shi|20140101|China|67	SRA Sample ERR1190619 16	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|431	SRA Sample ERR589821 37	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|412	SRA Sample ERR589821 18	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|459	SRA Sample ERR589821 65	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|50	SRA Sample SRR1554403 50	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|227	SRA Sample ERR321399 5	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Montreal|20101209|Canada|1	SRA Sample SRR2565933 1	20101209	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Rybienko_Stare|20160303|Poland|2	Decewicz Dziewit Primer A Wyszkow 20160303	20160303	52.577948,21.429024	A	52.577948	21.429024				Poland	Rybienko Stare	Municipal Wastewater Treatment Plant, Rybienko Stare, 07200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw																
Lanzhou_Shi|20140101|China|41	SRA Sample ERR1190648 8	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20110101|China|65	SRA Sample ERR527065 2	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|170	SRA Sample ERR414263 17	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|600	SRA Sample ERR1018195 4	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Ghan|20120101|Australia|11	SRA Sample ERR505106 10	20120101	-25.274398,133.775136		-25.274398	133.775136				Australia	Ghan									haplotype called by gretel version 0.0.8											
Baltimore|20140607|USA|6	SRA Sample SRR4435801 6	20140607	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Dallas|20140616|USA|68	SRA Sample SRR3160438 68	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
San_Marcos|20161101|USA|1	San_Marcos Primer A Site 4 20161101	20161101	33.144526,-117.178849	A	33.144526	-117.178849				USA	San Marcos	Vallecitos Water District, 201 Vallecitos De Oro, San Marcos, CA 92069		Rob Edwards	San Diego State University				201611						4						
Lanzhou_Shi|20120101|China|103	SRA Sample ERR1018206 77	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
El_Paso_TX|20160223|USA|1	74c.USA.El_Paso_TX.23-02-2016	20160223	31.7618778,-106.4850217		31.7618778	-106.4850217				USA	El_Paso_TX																			crAssphage_A 1-1174 (88%) aligns to NODE_12823_length_3846_cov_200.643 2673-3846 with 97.104% identity	
Lanzhou_Shi|20140101|China|22	SRA Sample ERR1190705 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Modfice|20151201|Czech_Republic|1	Cinek primer A sample 22 20151201	20151201	49.1278897,16.6144122	A	49.1278897	16.6144122	265	Praha	pre-sewage treatment plant	Czech_Republic	Modfice			Ondrej Cinek	Univerzita Karlova																
Niederdorla|20091101|Germany|3	SRA Sample SRR2155356 3	20091101	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Niederdorla|20100501|Germany|9	SRA Sample SRR2155386 9	20100501	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|139	SRA Sample ERR525890 2	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|130	SRA Sample ERR321572 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|1	SRA Sample ERR209558 1	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Dallas|20140616|USA|64	SRA Sample SRR3160438 64	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Lanzhou_Shi|20120101|China|30	SRA Sample ERR1018206 4	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|162	SRA Sample ERR1018206 136	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|316	SRA Sample ERR1018206 290	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Zhongshan_Shi|20120101|China|6	SRA Sample SRR1535348 5	20120101	22.55,113.24		22.55	113.24				China	Zhongshan Shi									haplotype called by gretel version 0.0.8											22.55 N 113.24 E
Lanzhou_Shi|20120101|China|121	SRA Sample ERR1018206 95	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
San_Diego|20170629|USA|1	VolunteerE_20170629	20170629	32.777199,-117.070971	A	32.777199	-117.070971				USA	San Diego							base called by phred, consensus by merger									E	Weekly	WE5		
Courtaboeuf_Cedex|20050101|France|28	SRA Sample ERR480689 2	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|666	SRA Sample ERR589826 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|440	SRA Sample ERR589821 46	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Xilinguole_Meng|20101001|China|2	SRA Sample SRR3993056 2	20101001	43.95,116.35		43.95	116.35				China	Xilinguole Meng									haplotype called by gretel version 0.0.8											43.95 N 116.35 E
Girona|20141125|Spain|12	SRA Sample SRR2097333 12	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Kjellerup|20090101|Denmark|111	SRA Sample ERR321275 21	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Rybienko_Stare|20160303|Poland|1	Decewicz Dziewit Primer A Wyszkow 20160303	20160303	52.577948,21.429024	A	52.577948	21.429024				Poland	Rybienko Stare	Municipal Wastewater Treatment Plant, Rybienko Stare, 07200 Wyszkow, Poland		Lukasz Dziewit	University of Warsaw																
Lanzhou_Shi|20120101|China|726	SRA Sample ERR589770 10	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Dallas|20140616|USA|32	SRA Sample SRR3160438 32	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Courtaboeuf_Cedex|20050101|France|14	SRA Sample ERR479046 1	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20110101|China|2	SRA Sample ERR527037 1	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Baltimore|20140608|USA|16	SRA Sample SRR4435814 7	20140608	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20120101|China|29	SRA Sample ERR1018206 3	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|546	SRA Sample ERR589821 152	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|328	SRA Sample ERR1018206 302	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Edmonton|20130101|Canada|8	SRA Sample SRR2082446 2	20130101	53.520710,-113.524239		53.520710	-113.524239				Canada	Edmonton									haplotype called by gretel version 0.0.8											53.520710 N 113.524239 W
Montreal|20100416|Canada|19	SRA Sample SRR2566059 19	20100416	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Lanzhou_Shi|20120101|China|6	SRA Sample ERR1018201 3	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Zhuhai_Shi|20140401|Hong_Kong|7	SRA Sample SRR2043641 5	20140401	22.15,114.10		22.15	114.10				Hong Kong	Zhuhai Shi									haplotype called by gretel version 0.0.8											22.15 N 114.10 E
Montreal|20100416|Canada|7	SRA Sample SRR2566059 7	20100416	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Puerto_Inca_Province|20120807|Peru|1	SRA Sample SRR2938602 1	20120807	-9.189967,-75.015152		-9.189967	-75.015152				Peru	Puerto Inca Province									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|441	SRA Sample ERR589821 47	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Montreal|20100430|Canada|6	SRA Sample SRR2565543 4	20100430	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Blacksburg|20141027|USA|1	Daycare study sample AP-DNA-11	20141027	37.2284, -80.4234		37.2284	-80.4234				USA	Blacksburg	Virginia Polytechnic Institute, Blacksburg, VA 24061, USA								haplotype called by gretel version 0.0.8											
Dallas|20140616|USA|31	SRA Sample SRR3160438 31	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Girona|20141125|Spain|16	SRA Sample SRR2097329 3	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Baki|20170421|Azerbaijan|2	Cinek primer A sample 363 20170421	20170421	40.4093,49.8671	A	40.4093	49.8671	363			Azerbaijan	Baki			Ondrej Cinek	Univerzita Karlova																
Kjellerup|20090101|Denmark|140	SRA Sample ERR525967 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Ghan|20120101|Australia|22	SRA Sample ERR505106 21	20120101	-25.274398,133.775136		-25.274398	133.775136				Australia	Ghan									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|33	SRA Sample ERR209793 1	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|25	SRA Sample ERR525843 4	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|595	SRA Sample ERR1018235 5	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|39	SRA Sample ERR1018206 13	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|40	SRA Sample ERR1018206 14	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Haacht|20160126|Belgium|1	Lavigne Primer A 20160126	20160126	50.9598476,4.6350655	A	50.9598476	4.6350655				Belgium	Haacht			Rob Lavigne	KU Leuven																
Baltimore|20140623|USA|10	SRA Sample SRR4435731 10	20140623	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20120101|China|690	SRA Sample ERR1018191 16	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|35	SRA Sample ERR414235 2	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|9	SRA Sample ERR1018265 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|169	SRA Sample ERR1018206 143	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|97	SRA Sample ERR321275 7	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|401	SRA Sample ERR589821 7	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|98	SRA Sample ERR209823 18	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|520	SRA Sample ERR589821 126	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Baltimore|20140607|USA|3	SRA Sample SRR4435801 3	20140607	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20140101|China|132	SRA Sample ERR1190785 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Baki|20170421|Azerbaijan|5	Cinek primer A sample 362 20170421	20170421	40.4093,49.8671	A	40.4093	49.8671	362			Azerbaijan	Baki			Ondrej Cinek	Univerzita Karlova																
Lanzhou_Shi|20120101|China|617	SRA Sample ERR589824 9	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Montreal|20100416|Canada|5	SRA Sample SRR2566059 5	20100416	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Baltimore|20140608|USA|7	SRA Sample SRR4435697 7	20140608	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Canberra|20160204|Australia|1	18.Australia.Canberra.04-02-2016	20160204	-35.3075,149.124417		-35.3075	149.124417				Australia	Canberra																			crAssphage_A 1-1331 (100%) aligns to NODE_66_length_39256_cov_20.4355 26487-25157 with 95.718% identity	
Lanzhou_Shi|20120101|China|159	SRA Sample ERR1018206 133	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|31	SRA Sample ERR414544 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20130101|China|5	SRA Sample ERR1578694 5	20130101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Ghan|20120101|Australia|35	SRA Sample ERR505106 34	20120101	-25.274398,133.775136		-25.274398	133.775136				Australia	Ghan									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20110101|China|20	SRA Sample ERR527023 1	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Montreal|20091117|Canada|1	SRA Sample SRR2566037 1	20091117	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Copenhagen|20160203|Denmark|1	71_RL.Denmark.Copenhagen.03-02-2016	20160203	55.6760968,12.5683372		55.6760968	12.5683372				Denmark	Copenhagen																			crAssphage_A 1-1331 (100%) aligns to NODE_61_length_47627_cov_18.2776 44740-43410 with 96.769% identity	
Lanzhou_Shi|20110101|China|16	SRA Sample ERR527104 5	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Girona|20141125|Spain|13	SRA Sample SRR2097333 13	20141125	42.025312,2.831897		42.025312	2.831897				Spain	Girona									haplotype called by gretel version 0.0.8											42.025312 N 2.831897 E
Montreal|20100428|Canada|5	SRA Sample SRR2565542 5	20100428	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Lanzhou_Shi|20120101|China|62	SRA Sample ERR1018206 36	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
San_Diego|20170717|USA|1	VolunteerE_20170717	20170717	32.777199,-117.070971	A	32.777199	-117.070971				USA	San Diego							base called by phred, consensus by merger									E	Daily	DE11		
Zagreb|20160201|Croatia|1	68.Croatia.Zagreb.01-02-2016	20160201	45.8150108,15.9819189		45.8150108	15.9819189				Croatia	Zagreb																			crAssphage_A 1-1331 (100%) aligns to NODE_166_length_27821_cov_32.3395 24732-23399 with 96.252% identity	
Niederdorla|20120101|Germany|1	SRA Sample ERR479475 1	20120101	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|217	SRA Sample ERR1018206 191	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Independence|20060105|USA|3	SRA Sample ERR318676 3	20060105	37.09024,-95.712891		37.09024	-95.712891				USA	Independence									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|199	SRA Sample ERR1018206 173	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Montreal|20100430|Canada|2	SRA Sample SRR2565541 2	20100430	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Lanzhou_Shi|20110101|China|66	SRA Sample ERR527164 1	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Niederdorla|20120101|Germany|10	SRA Sample ERR479472 5	20120101	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|68	SRA Sample ERR1018206 42	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|145	SRA Sample ERR1018206 119	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|42	SRA Sample ERR414235 9	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|541	SRA Sample ERR589821 147	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
