#Sequence ID	name	date	primer	latlon	latitude	longitude	locality	country	address	altitude	sample_number	location	type	note	sex	site	yearmonth	source	volunteer	sampletype	sampleid	notes	sample_date	method	lat_lon
Lanzhou_Shi_20120101_China_564	SRA Sample ERR589509 2	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_361	SRA Sample ERR209365 2	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_504	SRA Sample ERR1018235 7	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Zhongshan_Shi_20120101_China_4	SRA Sample SRR1535348 3	20120101		22.55,113.24	22.55	113.24	Zhongshan Shi	China																haplotype called by gretel version 0.0.8	22.55 N 113.24 E
Lanzhou_Shi_20140101_China_195	SRA Sample ERR1190837 6	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_451	SRA Sample ERR414240 4	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Montreal_20100113_Canada_3	SRA Sample SRR2565988 3	20100113		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Kjellerup_20090101_Denmark_461	SRA Sample ERR414240 14	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_352	SRA Sample ERR527107 342	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_483	SRA Sample ERR321201 2	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_572	SRA Sample ERR527135 34	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_49	SRA Sample ERR527107 39	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_414	SRA Sample SRR4074260 412	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_472	SRA Sample SRR4074260 470	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Courtaboeuf_Cedex_20050101_France_20	SRA Sample ERR479395 3	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	France																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_540	SRA Sample SRR4074260 538	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_151	SRA Sample SRR4074260 149	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_156	SRA Sample ERR527107 146	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_308	SRA Sample ERR321572 21	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_558	SRA Sample SRR4074260 556	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_859	SRA Sample ERR527135 321	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Carlsbad_20160815_USA_1	Carlsbad Primer A Site 3 20160301	20160815		33.116202,-117.321597	33.116202	-117.321597	Carlsbad	USA	Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011							3	201608								
Madrid_20090101_Spain_64	SRA Sample ERR209793 11	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_266	SRA Sample ERR525863 3	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Dallas_20140616_USA_185	SRA Sample SRR3160438 185	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Lanzhou_Shi_20120101_China_345	SRA Sample ERR1018206 281	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_559	SRA Sample ERR589824 43	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_99	SRA Sample ERR1018206 35	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_311	SRA Sample ERR321572 24	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Ghan_20120101_Australia_52	SRA Sample ERR505085 7	20120101		-25.274398,133.775136	-25.274398	133.775136	Ghan	Australia																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_30	SRA Sample ERR1190705 1	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Division_No_18_20101001_Canada_131	SRA Sample SRR1554402 57	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_775	SRA Sample ERR527135 237	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_438	SRA Sample ERR527107 428	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20130101_China_31	SRA Sample ERR1578622 23	20130101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
San_Diego_00000000_USA_1	VolunteerI_Unknown2	Unknown	A	32.777199,-117.070971	32.777199	-117.070971	San Diego	USA						base called by phred, single read					I	Pre	I1				
Baltimore_20140623_USA_22	SRA Sample SRR4435731 22	20140623		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi_20110101_China_715	SRA Sample ERR527135 177	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_898	SRA Sample SRR4074296 7	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_148	SRA Sample ERR527107 138	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_449	SRA Sample ERR589821 11	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_523	SRA Sample SRR4074260 521	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_813	SRA Sample SRR4074332 83	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_570	SRA Sample ERR1018301 1	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_40	SRA Sample ERR1018190 1	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_139	SRA Sample ERR321483 59	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_973	SRA Sample ERR527135 435	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_439	SRA Sample ERR527107 429	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Xilinguole_Meng_20101001_China_5	SRA Sample SRR3993056 5	20101001		43.95,116.35	43.95	116.35	Xilinguole Meng	China																haplotype called by gretel version 0.0.8	43.95 N 116.35 E
Roma_20130101_Italy_167	SRA Sample SRR4074260 165	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_307	SRA Sample ERR1018206 243	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Jyvaskyla_20040503_Finland_5	SRA Sample SRR2298559 5	20040503		61.92411,25.748151	61.92411	25.748151	Jyvaskyla	Finland																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_83	SRA Sample SRR4074260 81	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Madrid_20090101_Spain_61	SRA Sample ERR209793 8	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Division_No_18_20101001_Canada_28	SRA Sample SRR1554403 28	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_321	SRA Sample SRR4074260 319	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_265	SRA Sample SRR4074260 263	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_181	SRA Sample ERR321523 14	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_992	SRA Sample ERR527135 454	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_129	SRA Sample ERR1190714 2	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_299	SRA Sample ERR321572 12	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Montreal_20100715_Canada_5	SRA Sample SRR2583972 3	20100715		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Lanzhou_Shi_20120101_China_568	SRA Sample ERR1018293 1	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_1046	SRA Sample ERR527135 508	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Division_No_18_20101001_Canada_84	SRA Sample SRR1554402 10	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_751	SRA Sample SRR4074332 21	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_394	SRA Sample ERR527107 384	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Amman_20170421_Jordan_1	Mazankova primer A sample 221 20170421	20170421		31.9454,35.9284	31.9454	35.9284	Amman	Jordan			221														
Lanzhou_Shi_20110101_China_905	SRA Sample ERR527135 367	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Niederdorla_20100201_Germany_35	SRA Sample SRR2155368 33	20100201		51.165691,10.451526	51.165691	10.451526	Niederdorla	Germany																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_26	SRA Sample SRR4074260 24	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_831	SRA Sample SRR4074332 101	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_426	SRA Sample SRR4074260 424	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_209	SRA Sample ERR1190753 4	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_191	SRA Sample ERR527107 181	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_171	SRA Sample ERR527107 161	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_183	SRA Sample ERR321523 16	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_735	SRA Sample ERR527135 197	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Baltimore_20140607_USA_6	SRA Sample SRR4435801 6	20140607		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Baltimore_20140603_USA_15	SRA Sample SRR4444847 10	20140603		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Kjellerup_20090101_Denmark_466	SRA Sample ERR414240 19	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_941	SRA Sample ERR527135 403	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_242	SRA Sample SRR4074260 240	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_692	SRA Sample SRR4074260 690	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_33	SRA Sample ERR321466 8	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_127	SRA Sample ERR321483 47	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_1028	SRA Sample ERR527135 490	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_238	SRA Sample ERR527107 228	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Montreal_20100519_Canada_1	SRA Sample SRR2565548 1	20100519		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Sergelen_20130601_Mongolia_1	SRA Sample SRR3992999 1	20130601		47.55,106.57	47.55	106.57	Sergelen	Mongolia																haplotype called by gretel version 0.0.8	47.55 N 106.57 E
Dallas_20140616_USA_19	SRA Sample SRR3160438 19	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Madrid_20090101_Spain_125	SRA Sample ERR414428 1	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_458	SRA Sample ERR414240 11	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_8	SRA Sample SRR4074260 6	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_204	SRA Sample ERR1190545 1	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Warszawa_20160126_Poland_3	Decewicz Dziewit Primer A Warsaw 20160126	20160126		52.351351,20.959269	52.351351	20.959269	Warszawa	Poland	Municipal Wastewater Treatment Plant Czajka, Czajki 4/6, Warsaw, 03054 Warsaw, Poland																
Kjellerup_20090101_Denmark_252	SRA Sample ERR414307 1	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Baltimore_20140608_USA_12	SRA Sample SRR4444778 2	20140608		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi_20110101_China_1047	SRA Sample ERR527135 509	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Niederdorla_20100201_Germany_25	SRA Sample SRR2155368 23	20100201		51.165691,10.451526	51.165691	10.451526	Niederdorla	Germany																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_206	SRA Sample ERR414235 12	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_186	SRA Sample SRR4074260 184	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_189	SRA Sample ERR1190953 9	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_548	SRA Sample SRR4074260 546	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_261	SRA Sample ERR1018206 197	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Madrid_20090101_Spain_79	SRA Sample ERR209793 26	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_474	SRA Sample ERR589821 36	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Dallas_20140616_USA_143	SRA Sample SRR3160438 143	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Kjellerup_20090101_Denmark_173	SRA Sample ERR321523 6	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_165	SRA Sample ERR1190588 1	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_974	SRA Sample ERR527135 436	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Zerdab_20120810_Azerbaijan_1	Cinek lab sample 328 A 20120810	20120810		40.143105,47.576927	40.143105	47.576927	Zerdab	Azerbaijan						Assembly of 4 reads: 328_A_intf.ab1 (reversed), 328_A_r.ab1, 328_A_intr.ab1, 328_A_f.ab1 (reversed)	m										
Lanzhou_Shi_20130101_China_11	SRA Sample ERR1578622 3	20130101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_829	SRA Sample ERR527135 291	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_4	SRA Sample ERR1190689 2	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_184	SRA Sample ERR527107 174	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20140101_China_106	SRA Sample ERR1190619 40	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_178	SRA Sample ERR527107 168	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_719	SRA Sample SRR4074260 717	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_16	SRA Sample ERR526073 9	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Courtaboeuf_Cedex_20050101_France_9	SRA Sample ERR479366 3	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	France																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20130101_China_19	SRA Sample ERR1578622 11	20130101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_1107	SRA Sample ERR527135 569	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_51	SRA Sample ERR527107 41	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Niederdorla_20120101_Germany_2	SRA Sample ERR479475 2	20120101		51.165691,10.451526	51.165691	10.451526	Niederdorla	Germany																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_807	SRA Sample SRR4074332 77	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_247	SRA Sample ERR525813 1	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Dallas_20140616_USA_200	SRA Sample SRR3160438 200	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Roma_20130101_Italy_216	SRA Sample SRR4074260 214	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_17	SRA Sample ERR589807 16	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Madrid_20090101_Spain_20	SRA Sample ERR209824 9	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_147	SRA Sample ERR210036 2	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Montreal_20100721_Canada_3	SRA Sample SRR2583985 3	20100721		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Lanzhou_Shi_20110101_China_1162	SRA Sample ERR527081 2	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_465	SRA Sample ERR589821 27	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Niederdorla_20100201_Germany_18	SRA Sample SRR2155368 16	20100201		51.165691,10.451526	51.165691	10.451526	Niederdorla	Germany																haplotype called by gretel version 0.0.8	
Dallas_20140616_USA_93	SRA Sample SRR3160438 93	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Lanzhou_Shi_20120101_China_377	SRA Sample ERR1018206 313	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Division_No_18_20101001_Canada_143	SRA Sample SRR1554402 69	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_804	SRA Sample SRR4074332 74	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup_20090101_Denmark_269	SRA Sample ERR525863 6	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Baltimore_20140602_USA_17	SRA Sample SRR4435733 16	20140602		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi_20110101_China_1068	SRA Sample ERR527135 530	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_264	SRA Sample SRR4074260 262	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_422	SRA Sample ERR527107 412	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_856	SRA Sample ERR527135 318	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_637	SRA Sample ERR527135 99	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_136	SRA Sample ERR527107 126	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20110101_China_220	SRA Sample ERR527107 210	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_560	SRA Sample ERR589824 44	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Madrid_20090101_Spain_70	SRA Sample ERR209793 17	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Roma_20130101_Italy_546	SRA Sample SRR4074260 544	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Dallas_20140616_USA_98	SRA Sample SRR3160438 98	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Lanzhou_Shi_20110101_China_66	SRA Sample ERR527107 56	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Division_No_18_20101001_Canada_85	SRA Sample SRR1554402 11	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_456	SRA Sample ERR589821 18	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_127	SRA Sample ERR1018206 63	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi_20120101_China_323	SRA Sample ERR1018206 259	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
